country,year,week,temperature,humidity,rainfall,pressure,wind_speed
Nigeria,2023,7,22.2,44.6,0.0,1008.9,7.0
Nigeria,2023,8,22.2,43.3,0.0,1013.9,9.8
Nigeria,2023,9,22.0,37.5,0.0,1014.3,7.4
Nigeria,2023,10,23.7,41.0,0.0,1014.6,9.1
Nigeria,2023,11,26.2,34.1,0.0,1017.7,7.6
Nigeria,2023,12,25.0,31.9,0.0,1016.4,9.5
Nigeria,2023,13,28.7,32.9,0.0,1013.8,8.7
Nigeria,2023,14,28.0,36.8,0.0,1013.0,8.8
Nigeria,2023,15,26.6,42.6,0.0,1014.3,5.9
Nigeria,2023,16,29.6,32.6,0.0,1016.9,7.5
Nigeria,2023,17,25.8,37.5,0.0,1017.2,9.6
Nigeria,2023,18,31.2,36.6,0.0,1016.5,6.8
Nigeria,2023,19,29.6,41.0,0.0,1014.2,3.7
Nigeria,2023,20,27.3,29.5,0.0,1014.2,7.3
Nigeria,2023,21,26.4,47.8,0.0,1013.1,6.6
Nigeria,2023,22,30.7,36.1,0.0,1015.8,2.6
Nigeria,2023,23,30.0,42.5,0.0,1014.2,7.6
Nigeria,2023,24,27.3,47.7,25.2,1010.0,8.1
Nigeria,2023,25,29.7,50.2,18.3,1010.3,6.5
Nigeria,2023,26,27.7,51.8,31.1,1011.6,6.7
Nigeria,2023,27,29.8,56.1,37.0,1010.1,3.0
Nigeria,2023,28,29.7,64.4,61.2,1006.0,4.1
Nigeria,2023,29,27.3,52.7,70.9,1007.6,5.6
Nigeria,2023,30,27.5,61.0,77.7,1003.9,1.3
Nigeria,2023,31,26.9,54.3,89.1,1006.5,4.6
Nigeria,2023,32,27.1,64.5,105.4,1008.2,2.4
Nigeria,2023,33,25.1,67.6,99.6,1007.5,2.2
Nigeria,2023,34,25.9,70.2,101.6,1007.4,2.7
Nigeria,2023,35,22.4,76.0,111.0,1002.4,2.9
Nigeria,2023,36,24.0,72.3,113.1,1005.6,1.0
Nigeria,2023,37,24.6,67.5,114.4,1004.5,1.9
Nigeria,2023,38,21.7,80.4,121.3,1004.1,2.5
Nigeria,2023,39,24.0,73.8,110.3,1005.9,4.6
Nigeria,2023,40,22.0,62.3,112.0,1006.6,2.8
Nigeria,2023,41,23.0,76.3,102.0,1006.3,2.4
Nigeria,2023,42,23.9,80.0,94.9,1006.2,2.4
Nigeria,2023,43,21.8,81.0,96.3,1004.9,1.0
Nigeria,2023,44,24.1,71.0,90.7,1007.5,3.7
Nigeria,2023,45,21.2,72.0,66.0,1004.5,3.5
Nigeria,2023,46,21.1,72.1,50.4,1006.8,5.0
Nigeria,2023,47,21.0,69.1,48.2,1007.6,2.9
Nigeria,2023,48,22.0,75.3,30.7,1006.5,4.2
Nigeria,2023,49,20.2,69.2,38.5,1008.2,2.9
Nigeria,2023,50,19.6,63.1,11.3,1008.6,5.9
Nigeria,2023,51,20.0,60.3,3.9,1010.0,4.9
Nigeria,2023,52,19.7,61.1,0.0,1004.6,5.1
Nigeria,2024,1,23.1,59.7,0.0,1009.8,7.3
Nigeria,2024,2,22.1,59.0,0.0,1012.3,5.3
Nigeria,2024,3,24.2,51.3,0.0,1010.9,4.3
Nigeria,2024,4,23.9,50.9,0.0,1010.1,6.0
Nigeria,2024,5,22.0,45.9,0.0,1012.3,5.0
Nigeria,2024,6,23.9,43.2,0.0,1015.7,8.8
Nigeria,2024,7,23.6,43.4,0.0,1015.0,7.3
Nigeria,2024,8,22.9,43.3,0.0,1012.1,9.5
Nigeria,2024,9,24.1,32.3,0.0,1017.4,8.6
Nigeria,2024,10,22.2,36.8,0.0,1015.5,7.1
Nigeria,2024,11,24.0,34.3,0.0,1013.4,8.1
Nigeria,2024,12,24.5,40.6,0.0,1014.8,7.8
Nigeria,2024,13,25.8,36.0,0.0,1011.8,5.8
Nigeria,2024,14,26.5,35.3,0.0,1015.0,6.6
Nigeria,2024,15,26.8,36.3,0.0,1015.8,6.4
Nigeria,2024,16,29.7,39.0,0.0,1015.4,5.5
Nigeria,2024,17,26.5,32.7,0.0,1015.2,6.5
Nigeria,2024,18,27.6,34.2,0.0,1015.4,8.5
Nigeria,2024,19,30.6,37.2,0.0,1011.9,8.1
Nigeria,2024,20,27.8,30.6,0.0,1017.4,8.3
Nigeria,2024,21,29.0,45.8,0.0,1009.4,5.5
Nigeria,2024,22,28.9,41.4,0.0,1012.8,7.2
Nigeria,2024,23,31.4,36.2,6.2,1010.8,2.9
Nigeria,2024,24,30.8,43.8,13.7,1011.7,6.0
Nigeria,2024,25,27.3,55.3,28.5,1012.6,5.2
Nigeria,2024,26,30.5,49.4,53.7,1009.2,6.5
Nigeria,2024,27,30.0,54.4,45.3,1010.6,3.7
Nigeria,2024,28,26.7,54.3,79.4,1009.5,7.7
Nigeria,2024,29,28.1,55.6,70.2,1005.1,2.2
Nigeria,2024,30,30.0,54.3,84.0,1004.9,3.4
Nigeria,2024,31,28.5,67.6,76.3,1006.7,2.5
Nigeria,2024,32,22.5,61.7,93.7,1007.3,2.2
Nigeria,2024,33,26.4,67.6,107.6,1006.7,4.4
Nigeria,2024,34,27.8,74.1,100.5,1004.6,5.0
Nigeria,2024,35,25.0,80.1,116.0,1005.1,2.0
Nigeria,2024,36,22.9,71.2,111.1,1006.2,1.0
Nigeria,2024,37,25.1,67.6,111.3,1007.5,4.0
Nigeria,2024,38,24.5,71.9,105.7,1007.1,3.2
Nigeria,2024,39,26.0,76.0,109.7,1005.3,3.3
Nigeria,2024,40,21.7,72.5,109.9,1007.5,1.9
Nigeria,2024,41,23.3,74.9,90.8,1006.4,1.0
Nigeria,2024,42,21.7,74.1,90.8,1002.3,1.0
Nigeria,2024,43,20.3,69.8,99.6,1004.4,1.0
Nigeria,2024,44,22.6,70.3,76.8,1005.1,3.4
Nigeria,2024,45,22.7,78.5,68.6,1006.4,1.0
Nigeria,2024,46,21.9,73.6,51.9,1004.5,2.8
Nigeria,2024,47,22.5,73.7,63.4,1007.9,1.6
Nigeria,2024,48,22.2,71.2,37.1,1009.5,3.8
Nigeria,2024,49,19.9,66.6,32.3,1008.5,4.4
Nigeria,2024,50,20.1,63.5,0.0,1011.4,5.6
Nigeria,2024,51,19.6,64.7,6.1,1010.2,3.0
Nigeria,2024,52,19.9,55.7,4.5,1006.5,4.3
Nigeria,2025,1,22.7,64.0,0.0,1012.6,4.3
Nigeria,2025,2,23.0,58.3,0.0,1009.4,4.8
Nigeria,2025,3,24.2,53.6,0.0,1011.3,3.5
Nigeria,2025,4,25.3,50.7,0.0,1011.9,6.0
Nigeria,2025,5,23.4,47.0,0.0,1009.5,7.4
Nigeria,2025,6,23.8,49.4,0.0,1012.7,6.0
Nigeria,2025,7,22.1,43.2,0.0,1016.9,8.3
Nigeria,2025,8,26.0,39.0,0.0,1017.8,6.5
Nigeria,2025,9,20.4,40.7,0.0,1012.1,8.1
Nigeria,2025,10,26.1,36.1,0.0,1013.0,8.1
Nigeria,2025,11,24.5,39.3,0.0,1017.3,5.7
Nigeria,2025,12,26.8,42.3,0.0,1017.2,5.8
Nigeria,2025,13,29.6,32.2,0.0,1014.5,9.6
Nigeria,2025,14,24.6,35.2,0.0,1013.6,7.5
Nigeria,2025,15,27.9,40.1,0.0,1016.7,6.9
Nigeria,2025,16,27.4,29.1,0.0,1016.4,10.3
Nigeria,2025,17,28.0,33.3,0.0,1016.4,8.4
Nigeria,2025,18,28.1,39.4,0.0,1014.9,6.8
Nigeria,2025,19,28.9,37.8,0.0,1014.4,7.1
Nigeria,2025,20,31.1,42.9,0.0,1014.2,9.9
Nigeria,2025,21,30.1,37.4,0.0,1014.7,8.5
Nigeria,2025,22,30.6,38.6,0.0,1011.3,9.2
Nigeria,2025,23,28.0,47.2,7.9,1014.6,7.2
Nigeria,2025,24,29.2,46.1,12.1,1009.7,6.1
Nigeria,2025,25,28.5,49.2,20.9,1009.5,5.6
Nigeria,2025,26,30.2,46.5,57.7,1010.2,4.5
Nigeria,2025,27,28.4,52.7,43.3,1006.7,4.0
Nigeria,2025,28,28.6,58.4,71.7,1008.8,5.9
Nigeria,2025,29,28.3,51.3,73.8,1007.5,6.4
Nigeria,2025,30,31.6,58.1,77.1,1011.0,1.7
Nigeria,2025,31,25.8,63.5,85.9,1004.8,1.8
Nigeria,2025,32,25.8,61.5,88.6,1006.2,1.0
Nigeria,2025,33,26.3,73.7,111.6,1007.6,4.0
Nigeria,2025,34,24.1,72.7,95.5,1003.5,1.0
Nigeria,2025,35,23.9,65.6,100.3,1006.4,2.9
Nigeria,2025,36,27.4,64.1,110.4,1004.3,1.0
Nigeria,2025,37,21.2,69.3,111.1,1002.6,3.3
Nigeria,2025,38,25.3,70.8,108.3,1004.4,1.8
Nigeria,2025,39,23.9,73.2,119.2,1002.6,1.3
Nigeria,2025,40,22.2,79.1,110.7,1004.6,1.0
Nigeria,2025,41,21.6,71.1,101.6,1006.6,1.0
Nigeria,2025,42,21.6,79.3,85.5,1005.7,1.4
Nigeria,2025,43,22.5,77.7,88.0,1009.1,4.0
Nigeria,2025,44,23.6,67.8,64.4,1005.1,3.4
Nigeria,2025,45,19.2,63.5,68.3,1004.0,1.0
Nigeria,2025,46,21.5,68.2,69.2,1005.9,5.5
Nigeria,2025,47,21.1,69.4,45.8,1006.9,3.9
Nigeria,2025,48,20.6,69.8,26.4,1007.8,1.7
Nigeria,2025,49,20.3,66.6,25.0,1009.1,5.2
Nigeria,2025,50,21.0,61.7,10.4,1009.8,3.2
Nigeria,2025,51,21.7,57.6,0.0,1008.8,4.1
Nigeria,2025,52,22.0,57.3,0.0,1007.7,5.4
Brazil,2020,1,26.7,81.7,155.6,1009.1,5.8
Brazil,2020,2,25.5,87.2,164.9,1012.5,6.1
Brazil,2020,3,29.3,81.4,174.1,1010.1,8.0
Brazil,2020,4,27.5,85.7,170.1,1009.9,5.1
Brazil,2020,5,26.1,90.6,185.7,1012.3,6.8
Brazil,2020,6,29.9,76.5,170.7,1011.7,5.4
Brazil,2020,7,28.8,83.9,148.0,1014.0,2.8
Brazil,2020,8,27.8,83.4,164.4,1016.5,7.6
Brazil,2020,9,28.1,75.4,159.5,1014.9,8.1
Brazil,2020,10,25.2,77.8,173.0,1015.1,10.4
Brazil,2020,11,30.4,75.0,140.9,1012.9,7.7
Brazil,2020,12,28.0,83.3,154.9,1014.8,7.7
Brazil,2020,13,27.1,75.5,159.5,1013.2,8.0
Brazil,2020,14,27.4,69.4,155.3,1015.9,7.9
Brazil,2020,15,31.6,72.4,144.7,1013.3,5.9
Brazil,2020,16,29.8,69.0,128.0,1016.7,9.3
Brazil,2020,17,28.5,77.3,117.4,1011.9,9.7
Brazil,2020,18,24.0,76.0,119.8,1016.5,6.4
Brazil,2020,19,28.7,74.2,98.8,1012.4,6.7
Brazil,2020,20,27.2,71.5,91.4,1015.2,5.2
Brazil,2020,21,32.4,63.7,96.1,1014.2,6.8
Brazil,2020,22,27.5,71.9,87.6,1012.1,5.1
Brazil,2020,23,29.6,73.6,78.4,1010.8,5.0
Brazil,2020,24,28.1,63.6,50.9,1010.1,4.6
Brazil,2020,25,25.9,62.1,39.1,1008.5,5.5
Brazil,2020,26,26.5,62.2,30.4,1009.5,5.5
Brazil,2020,27,27.2,60.2,45.8,1011.5,2.1
Brazil,2020,28,25.7,63.2,37.2,1008.9,4.5
Brazil,2020,29,26.7,70.6,27.7,1007.0,2.6
Brazil,2020,30,25.7,78.1,40.9,1007.2,3.5
Brazil,2020,31,27.4,69.6,27.5,1007.3,2.9
Brazil,2020,32,24.8,58.8,43.8,1005.3,5.4
Brazil,2020,33,23.4,67.4,25.1,1003.7,3.7
Brazil,2020,34,23.8,70.5,35.4,1005.1,1.0
Brazil,2020,35,26.2,69.2,30.0,1000.4,5.5
Brazil,2020,36,26.5,65.8,33.9,1005.5,2.0
Brazil,2020,37,23.9,73.1,51.4,1006.2,2.5
Brazil,2020,38,26.5,64.3,46.7,1005.4,3.4
Brazil,2020,39,28.3,76.8,58.7,1006.6,3.9
Brazil,2020,40,25.8,76.7,64.5,1001.0,2.2
Brazil,2020,41,24.7,74.5,77.4,1005.2,1.2
Brazil,2020,42,24.4,77.5,62.7,1004.7,3.4
Brazil,2020,43,23.6,75.3,77.8,1006.0,1.0
Brazil,2020,44,24.9,84.8,99.6,1006.7,1.1
Brazil,2020,45,25.8,80.5,109.8,1005.8,2.4
Brazil,2020,46,26.8,87.1,107.6,1003.8,1.4
Brazil,2020,47,25.9,77.2,100.6,1011.4,1.0
Brazil,2020,48,25.1,75.4,142.2,1004.6,2.6
Brazil,2020,49,26.1,91.9,143.8,1008.3,5.6
Brazil,2020,50,27.6,83.2,148.3,1008.9,4.6
Brazil,2020,51,27.0,84.6,134.2,1009.2,4.5
Brazil,2020,52,26.4,90.3,155.1,1008.4,7.6
Brazil,2021,1,27.9,90.2,163.4,1009.3,3.2
Brazil,2021,2,29.2,85.2,165.6,1006.3,6.4
Brazil,2021,3,28.0,89.0,151.2,1013.5,4.8
Brazil,2021,4,27.4,84.3,169.3,1009.0,7.0
Brazil,2021,5,26.7,86.9,175.5,1011.8,6.8
Brazil,2021,6,24.7,88.7,179.8,1015.1,5.4
Brazil,2021,7,28.0,83.7,167.5,1012.5,7.4
Brazil,2021,8,27.1,76.9,170.7,1012.8,6.5
Brazil,2021,9,29.2,83.8,154.4,1016.1,8.5
Brazil,2021,10,27.5,81.9,152.5,1016.4,10.4
Brazil,2021,11,28.2,84.1,149.3,1015.6,6.7
Brazil,2021,12,29.1,78.9,137.5,1015.0,7.7
Brazil,2021,13,29.6,80.8,141.2,1015.2,8.1
Brazil,2021,14,32.0,68.7,124.0,1020.1,8.7
Brazil,2021,15,30.8,71.1,116.4,1017.6,4.1
Brazil,2021,16,28.7,78.8,109.3,1012.3,8.1
Brazil,2021,17,29.3,79.6,114.3,1015.9,6.6
Brazil,2021,18,30.4,64.4,104.9,1014.8,10.8
Brazil,2021,19,31.5,69.8,98.6,1013.1,8.0
Brazil,2021,20,29.5,73.1,90.2,1012.3,9.9
Brazil,2021,21,26.5,58.7,80.1,1012.3,8.5
Brazil,2021,22,27.8,66.5,68.3,1012.5,10.2
Brazil,2021,23,30.6,67.8,72.6,1010.9,3.9
Brazil,2021,24,27.6,67.3,66.3,1008.8,6.5
Brazil,2021,25,26.6,63.8,65.8,1010.5,5.4
Brazil,2021,26,23.7,65.6,41.2,1012.4,5.4
Brazil,2021,27,25.7,68.3,25.6,1011.8,2.7
Brazil,2021,28,27.9,67.7,38.6,1007.6,3.2
Brazil,2021,29,25.6,67.9,55.1,1009.8,3.7
Brazil,2021,30,25.5,67.6,25.0,1009.0,2.7
Brazil,2021,31,23.0,58.5,35.1,1003.7,3.9
Brazil,2021,32,25.9,68.8,21.2,1008.0,1.0
Brazil,2021,33,25.4,64.9,32.6,1003.5,1.8
Brazil,2021,34,22.8,67.4,39.5,1007.1,3.6
Brazil,2021,35,24.7,67.7,27.7,1005.4,1.9
Brazil,2021,36,24.9,65.0,55.9,1004.3,3.3
Brazil,2021,37,26.0,77.5,44.8,1004.8,1.3
Brazil,2021,38,24.1,69.7,44.4,1005.2,1.7
Brazil,2021,39,24.0,71.3,56.5,1002.1,1.0
Brazil,2021,40,24.9,68.9,42.3,1009.4,1.0
Brazil,2021,41,27.1,75.3,71.0,1004.3,2.9
Brazil,2021,42,23.0,77.8,64.3,1004.2,3.6
Brazil,2021,43,25.2,78.7,74.6,1006.0,3.0
Brazil,2021,44,24.6,75.8,91.6,1004.8,1.4
Brazil,2021,45,24.2,78.1,92.3,1005.1,2.2
Brazil,2021,46,23.4,81.7,104.1,1006.7,1.3
Brazil,2021,47,26.3,83.8,106.1,1003.8,4.4
Brazil,2021,48,25.7,85.7,101.0,1008.4,6.5
Brazil,2021,49,27.0,90.6,133.3,1009.3,4.5
Brazil,2021,50,26.6,84.3,142.7,1009.8,3.3
Brazil,2021,51,28.8,90.1,128.5,1006.7,6.9
Brazil,2021,52,27.3,84.5,147.5,1009.6,5.7
Brazil,2022,1,27.5,87.8,162.4,1007.4,4.0
Brazil,2022,2,25.8,82.1,158.6,1008.9,3.8
Brazil,2022,3,25.5,92.5,164.3,1009.9,4.0
Brazil,2022,4,27.8,85.1,167.4,1009.5,8.8
Brazil,2022,5,28.5,76.9,157.7,1012.0,7.3
Brazil,2022,6,29.4,80.3,177.4,1014.8,8.5
Brazil,2022,7,30.0,84.3,159.7,1017.2,9.8
Brazil,2022,8,31.2,76.7,163.2,1014.9,10.1
Brazil,2022,9,30.8,82.7,163.8,1012.3,6.1
Brazil,2022,10,27.4,86.9,158.2,1012.3,6.7
Brazil,2022,11,27.0,69.7,144.9,1016.5,9.2
Brazil,2022,12,30.5,80.0,148.3,1014.1,7.9
Brazil,2022,13,32.6,80.5,152.9,1015.1,6.2
Brazil,2022,14,29.6,74.9,137.2,1012.1,7.5
Brazil,2022,15,32.1,67.4,120.5,1016.3,9.2
Brazil,2022,16,30.1,71.5,116.7,1014.9,7.3
Brazil,2022,17,26.1,62.8,108.8,1015.9,4.7
Brazil,2022,18,31.5,67.7,95.9,1011.5,4.9
Brazil,2022,19,30.4,77.6,101.7,1015.5,10.0
Brazil,2022,20,30.7,69.3,94.4,1017.6,5.6
Brazil,2022,21,27.3,68.6,73.3,1013.8,7.8
Brazil,2022,22,29.6,74.6,80.7,1010.7,8.6
Brazil,2022,23,27.5,66.6,64.1,1012.9,5.6
Brazil,2022,24,27.6,64.8,73.2,1010.0,6.5
Brazil,2022,25,27.0,65.4,59.7,1012.8,5.2
Brazil,2022,26,29.8,58.9,35.0,1012.3,4.9
Brazil,2022,27,27.5,67.6,36.5,1011.7,4.3
Brazil,2022,28,26.9,62.0,36.5,1006.8,1.5
Brazil,2022,29,26.8,65.3,44.1,1009.9,5.8
Brazil,2022,30,31.2,66.1,42.5,1005.1,2.7
Brazil,2022,31,24.7,76.6,30.5,1006.8,5.2
Brazil,2022,32,25.9,71.4,26.8,1008.9,2.7
Brazil,2022,33,24.1,65.9,31.7,1006.4,4.5
Brazil,2022,34,25.5,66.2,33.6,1007.5,1.0
Brazil,2022,35,25.8,68.8,57.9,1003.9,1.2
Brazil,2022,36,24.4,62.1,30.2,1003.9,1.4
Brazil,2022,37,25.8,75.1,32.7,1007.0,3.2
Brazil,2022,38,21.6,71.9,44.1,1004.7,1.7
Brazil,2022,39,25.8,77.1,67.4,1007.5,2.8
Brazil,2022,40,26.2,77.3,55.6,1004.4,5.8
Brazil,2022,41,26.7,78.7,65.7,1004.8,2.6
Brazil,2022,42,26.7,78.8,68.6,1006.1,1.0
Brazil,2022,43,24.0,81.8,84.7,1005.9,1.0
Brazil,2022,44,25.4,82.2,97.3,1006.8,3.7
Brazil,2022,45,26.0,78.0,114.4,1007.9,3.6
Brazil,2022,46,26.8,78.6,111.2,1006.3,3.6
Brazil,2022,47,26.8,89.6,102.9,1008.3,4.3
Brazil,2022,48,23.4,87.9,129.1,1011.2,3.6
Brazil,2022,49,25.2,82.1,122.3,1005.5,3.1
Brazil,2022,50,25.1,72.5,140.3,1011.5,5.4
Brazil,2022,51,26.9,85.5,150.2,1007.2,4.8
Brazil,2022,52,25.2,77.6,156.0,1008.4,7.2
Brazil,2023,1,26.2,86.8,144.5,1005.5,4.6
Brazil,2023,2,27.0,93.1,166.7,1013.5,6.0
Brazil,2023,3,28.1,78.1,173.9,1008.9,6.1
Brazil,2023,4,29.1,92.2,161.3,1010.9,9.1
Brazil,2023,5,29.5,81.9,158.0,1015.1,7.5
Brazil,2023,6,28.2,89.3,172.7,1010.7,8.5
Brazil,2023,7,29.7,85.7,170.1,1009.1,8.3
Brazil,2023,8,27.4,88.4,167.6,1011.1,8.5
Brazil,2023,9,28.3,83.0,155.1,1011.8,7.6
Brazil,2023,10,29.2,76.4,171.0,1015.6,7.2
Brazil,2023,11,32.0,75.0,158.2,1015.9,6.8
Brazil,2023,12,30.5,72.6,152.6,1018.2,9.3
Brazil,2023,13,28.0,75.6,161.3,1015.5,6.5
Brazil,2023,14,28.6,65.7,141.1,1015.0,8.4
Brazil,2023,15,29.8,78.5,137.2,1012.3,7.9
Brazil,2023,16,28.3,61.0,125.7,1011.8,9.0
Brazil,2023,17,30.7,73.0,107.7,1011.4,7.0
Brazil,2023,18,27.2,77.6,110.2,1015.5,7.8
Brazil,2023,19,28.2,65.4,94.4,1014.3,8.1
Brazil,2023,20,27.2,71.7,80.1,1013.8,5.6
Brazil,2023,21,29.6,65.1,79.1,1012.1,8.8
Brazil,2023,22,27.4,70.2,87.4,1013.4,5.1
Brazil,2023,23,26.6,74.7,82.5,1009.8,7.7
Brazil,2023,24,28.3,63.4,55.9,1012.5,4.6
Brazil,2023,25,26.7,68.2,67.6,1011.5,5.1
Brazil,2023,26,26.3,64.1,39.7,1009.0,1.2
Brazil,2023,27,26.4,65.6,63.8,1006.7,5.1
Brazil,2023,28,25.9,64.4,37.8,1010.1,7.0
Brazil,2023,29,27.3,60.5,35.5,1011.1,3.1
Brazil,2023,30,26.0,67.0,37.4,1009.4,5.7
Brazil,2023,31,27.6,66.0,22.7,1006.8,4.2
Brazil,2023,32,23.7,66.1,27.5,1009.5,3.7
Brazil,2023,33,26.1,64.0,37.0,1003.7,3.0
Brazil,2023,34,23.9,68.7,41.3,1006.2,2.4
Brazil,2023,35,25.9,71.2,43.5,1006.5,1.3
Brazil,2023,36,26.8,68.1,41.4,1005.0,1.0
Brazil,2023,37,23.9,77.4,43.8,1002.3,1.6
Brazil,2023,38,27.1,68.1,53.3,1004.1,4.7
Brazil,2023,39,26.8,79.7,44.2,1007.4,2.7
Brazil,2023,40,25.5,72.4,60.7,1003.2,2.7
Brazil,2023,41,26.1,71.7,65.2,1006.5,2.7
Brazil,2023,42,26.2,81.5,92.9,1002.2,1.0
Brazil,2023,43,23.3,79.1,93.0,1003.8,2.0
Brazil,2023,44,25.7,80.4,106.0,1010.1,2.9
Brazil,2023,45,24.3,85.7,78.8,1006.0,2.0
Brazil,2023,46,24.7,85.7,103.7,1008.1,1.8
Brazil,2023,47,25.4,83.2,122.1,1006.0,3.3
Brazil,2023,48,27.5,81.2,142.3,1008.0,1.0
Brazil,2023,49,28.3,84.0,135.8,1008.6,5.7
Brazil,2023,50,24.4,87.5,125.4,1010.5,2.8
Brazil,2023,51,27.1,87.4,144.3,1007.1,4.5
Brazil,2023,52,28.3,78.5,154.0,1010.9,7.0
Brazil,2024,1,30.5,86.6,160.1,1009.0,7.5
Brazil,2024,2,29.8,82.1,154.6,1008.8,5.4
Brazil,2024,3,28.6,88.2,162.3,1013.2,6.1
Brazil,2024,4,26.5,86.2,170.1,1012.7,7.3
Brazil,2024,5,28.0,79.3,158.4,1010.5,5.7
Brazil,2024,6,29.8,85.5,159.3,1009.3,7.4
Brazil,2024,7,31.6,84.8,159.5,1013.7,6.4
Brazil,2024,8,29.3,72.1,171.6,1013.6,7.4
Brazil,2024,9,29.7,76.5,164.1,1014.6,11.0
Brazil,2024,10,29.5,80.3,179.9,1018.6,4.3
Brazil,2024,11,31.7,78.0,160.6,1014.5,9.7
Brazil,2024,12,28.0,77.7,157.5,1013.7,6.9
Brazil,2024,13,29.7,81.6,154.7,1015.9,8.7
Brazil,2024,14,29.3,80.5,139.5,1015.9,8.3
Brazil,2024,15,28.4,72.5,126.7,1014.4,9.3
Brazil,2024,16,27.2,77.8,123.3,1013.6,6.8
Brazil,2024,17,28.4,65.6,111.7,1016.7,8.4
Brazil,2024,18,29.9,70.2,108.1,1013.5,8.3
Brazil,2024,19,26.6,69.2,92.5,1017.2,7.4
Brazil,2024,20,32.4,69.6,91.7,1014.6,7.6
Brazil,2024,21,28.2,72.1,66.7,1014.9,8.0
Brazil,2024,22,27.9,67.0,73.7,1014.2,5.3
Brazil,2024,23,25.5,66.9,63.1,1013.6,5.8
Brazil,2024,24,26.7,72.4,50.2,1018.2,5.2
Brazil,2024,25,27.8,64.8,64.0,1012.5,3.9
Brazil,2024,26,27.3,63.5,49.1,1010.6,5.6
Brazil,2024,27,30.3,68.0,42.5,1004.9,2.4
Brazil,2024,28,24.4,68.7,52.7,1005.8,5.2
Brazil,2024,29,23.6,66.2,56.1,1007.7,3.0
Brazil,2024,30,28.0,68.0,35.1,1005.7,1.0
Brazil,2024,31,25.7,61.0,36.4,1008.6,1.7
Brazil,2024,32,24.9,69.6,18.8,1002.9,2.8
Brazil,2024,33,24.1,66.4,26.6,1005.7,4.6
Brazil,2024,34,26.0,79.2,37.0,1005.7,3.9
Brazil,2024,35,25.1,71.5,37.6,1005.5,1.8
Brazil,2024,36,23.1,69.7,41.7,1003.9,2.7
Brazil,2024,37,23.7,72.7,54.5,1008.8,2.7
Brazil,2024,38,25.4,73.7,49.4,1003.1,3.0
Brazil,2024,39,25.3,64.1,30.6,1007.2,2.8
Brazil,2024,40,23.3,72.5,74.8,1001.2,4.3
Brazil,2024,41,22.9,67.9,82.6,1002.8,1.0
Brazil,2024,42,26.4,78.7,71.4,1003.6,2.3
Brazil,2024,43,27.6,79.2,69.8,1005.8,1.0
Brazil,2024,44,24.8,79.7,100.0,1004.6,5.0
Brazil,2024,45,25.4,88.5,107.4,1006.2,2.9
Brazil,2024,46,25.8,76.8,100.7,1005.4,2.9
Brazil,2024,47,26.8,82.8,106.9,1005.8,4.5
Brazil,2024,48,24.8,85.4,118.9,1005.7,5.2
Brazil,2024,49,26.0,85.0,152.1,1010.6,3.3
Brazil,2024,50,26.1,85.9,142.5,1010.4,5.8
Brazil,2024,51,26.3,82.3,158.1,1009.1,7.0
Brazil,2024,52,25.8,81.8,153.4,1009.3,4.8
Brazil,2025,1,25.4,98.5,137.3,1010.5,7.0
Brazil,2025,2,29.1,83.7,148.5,1012.4,4.1
Brazil,2025,3,28.9,84.9,151.0,1011.1,3.5
Brazil,2025,4,27.4,87.6,193.2,1010.8,6.2
Brazil,2025,5,29.4,85.8,157.7,1012.4,8.1
Brazil,2025,6,27.5,83.4,156.0,1011.8,8.3
Brazil,2025,7,27.8,81.5,153.4,1013.3,7.1
Brazil,2025,8,29.1,82.9,161.8,1013.1,8.6
Brazil,2025,9,28.4,78.9,158.5,1016.3,8.3
Brazil,2025,10,29.8,75.4,170.6,1013.8,8.0
Brazil,2025,11,29.4,81.0,192.7,1012.9,8.2
Brazil,2025,12,30.3,80.3,148.0,1014.4,10.1
Brazil,2025,13,28.8,72.3,163.5,1016.5,7.3
Brazil,2025,14,28.7,73.7,136.7,1015.4,6.8
Brazil,2025,15,29.0,66.6,141.4,1018.3,7.1
Brazil,2025,16,30.9,72.9,120.6,1018.5,8.9
Brazil,2025,17,27.3,67.7,105.7,1015.1,6.8
Brazil,2025,18,29.3,68.6,96.3,1014.5,8.9
Brazil,2025,19,31.0,73.4,111.1,1013.7,8.2
Brazil,2025,20,27.9,64.5,81.9,1012.2,7.3
Brazil,2025,21,27.9,66.4,84.6,1007.9,8.1
Brazil,2025,22,26.8,70.7,75.8,1011.3,5.2
Brazil,2025,23,29.2,74.4,62.3,1009.6,6.5
Brazil,2025,24,25.6,66.7,51.7,1010.8,3.9
Brazil,2025,25,28.4,64.0,48.7,1010.8,7.6
Brazil,2025,26,27.6,62.5,45.1,1009.3,5.8
Brazil,2025,27,26.4,65.2,33.5,1010.7,3.3
Brazil,2025,28,26.5,61.6,36.6,1008.3,6.3
Brazil,2025,29,24.1,65.6,47.7,1008.1,5.1
Brazil,2025,30,26.4,58.9,33.2,1004.1,3.8
Brazil,2025,31,25.3,70.6,43.2,1011.6,3.4
Brazil,2025,32,23.9,69.5,39.5,1004.5,4.2
Brazil,2025,33,25.2,69.5,24.9,1005.6,1.1
Brazil,2025,34,26.7,73.2,27.1,1004.3,1.5
Brazil,2025,35,24.4,64.9,51.4,1006.6,1.4
