country,disease,year,week,cases,deaths
Nigeria,Malaria,2024,2,1392,4
Nigeria,Measles,2024,2,19395,216
Nigeria,Yellow Fever,2024,2,1528,115
Nigeria,Dengue,2024,3,1435,1
Nigeria,Cholera,2024,3,1367,19
Nigeria,Malaria,2024,3,976,1
Nigeria,Measles,2024,3,1072,15
Nigeria,Yellow Fever,2024,3,1008,84
Nigeria,Dengue,2024,4,1064,0
Nigeria,Cholera,2024,4,1073,14
Nigeria,Malaria,2024,4,1444,4
Nigeria,Measles,2024,4,23279,235
Nigeria,Yellow Fever,2024,4,1168,101
Nigeria,Dengue,2024,5,720,0
Nigeria,Cholera,2024,5,984,15
Nigeria,Malaria,2024,5,1336,1
Nigeria,Measles,2024,5,68944,636
Nigeria,Yellow Fever,2024,5,1286,109
Nigeria,Dengue,2024,6,1151,1
Nigeria,Cholera,2024,6,1003,20
Nigeria,Malaria,2024,6,973,0
Nigeria,Measles,2024,6,72526,754
Nigeria,Yellow Fever,2024,6,758,61
Nigeria,Dengue,2024,7,1064,0
Nigeria,Cholera,2024,7,810,13
Nigeria,Malaria,2024,7,1289,5
Nigeria,Measles,2024,7,90354,886
Nigeria,Yellow Fever,2024,7,828,63
Nigeria,Dengue,2024,8,726,1
Nigeria,Cholera,2024,8,1170,16
Nigeria,Malaria,2024,8,937,1
Nigeria,Measles,2024,8,80385,805
Nigeria,Yellow Fever,2024,8,989,70
Nigeria,Dengue,2024,9,925,0
Nigeria,Cholera,2024,9,1160,14
Nigeria,Malaria,2024,9,965,2
Nigeria,Measles,2024,9,513,6
Nigeria,Yellow Fever,2024,9,809,67
Nigeria,Dengue,2024,10,1025,0
Nigeria,Cholera,2024,10,1187,14
Nigeria,Malaria,2024,10,1235,3
Nigeria,Measles,2024,10,99753,1052
Nigeria,Yellow Fever,2024,10,1178,80
Nigeria,Dengue,2024,11,860,1
Nigeria,Cholera,2024,11,835,13
Nigeria,Malaria,2024,11,1318,5
Nigeria,Measles,2024,11,1287,17
Nigeria,Yellow Fever,2024,11,1359,123
Nigeria,Dengue,2024,12,757,0
Nigeria,Cholera,2024,12,834,11
Nigeria,Malaria,2024,12,1008,2
Nigeria,Measles,2024,12,1167,6
Nigeria,Yellow Fever,2024,12,966,76
Nigeria,Dengue,2024,13,1172,1
Nigeria,Cholera,2024,13,1203,20
Nigeria,Malaria,2024,13,1043,3
Nigeria,Measles,2024,13,1218,10
Nigeria,Yellow Fever,2024,13,1207,91
Nigeria,Dengue,2024,14,1109,1
Nigeria,Cholera,2024,14,1049,12
Nigeria,Malaria,2024,14,1122,0
Nigeria,Measles,2024,14,1295,14
Nigeria,Yellow Fever,2024,14,1142,74
Nigeria,Dengue,2024,15,1129,0
Nigeria,Cholera,2024,15,1350,23
Nigeria,Malaria,2024,15,966,5
Nigeria,Measles,2024,15,1102,12
Nigeria,Yellow Fever,2024,15,1055,84
Nigeria,Dengue,2024,16,1082,0
Nigeria,Cholera,2024,16,1028,13
Nigeria,Malaria,2024,16,995,3
Nigeria,Measles,2024,16,1451,9
Nigeria,Yellow Fever,2024,16,883,67
Nigeria,Dengue,2024,17,1474,1
Nigeria,Cholera,2024,17,1262,19
Nigeria,Malaria,2024,17,1247,3
Nigeria,Measles,2024,17,811,12
Nigeria,Yellow Fever,2024,17,1190,78
Nigeria,Dengue,2024,18,1007,0
Nigeria,Cholera,2024,18,1086,13
Nigeria,Malaria,2024,18,1005,4
Nigeria,Measles,2024,18,922,6
Nigeria,Yellow Fever,2024,18,1119,97
Nigeria,Dengue,2024,19,1004,2
Nigeria,Cholera,2024,19,982,12
Nigeria,Malaria,2024,19,1310,4
Nigeria,Measles,2024,19,1285,16
Nigeria,Yellow Fever,2024,19,1205,96
Nigeria,Dengue,2024,20,911,0
Nigeria,Cholera,2024,20,877,14
Nigeria,Malaria,2024,20,750,1
Nigeria,Measles,2024,20,1057,15
Nigeria,Yellow Fever,2024,20,1336,116
Nigeria,Dengue,2024,21,972,1
Nigeria,Cholera,2024,21,1175,16
Nigeria,Malaria,2024,21,1056,4
Nigeria,Measles,2024,21,1065,13
Nigeria,Yellow Fever,2024,21,1047,82
Nigeria,Dengue,2024,22,819,0
Nigeria,Cholera,2024,22,1015,10
Nigeria,Malaria,2024,22,1173,3
Nigeria,Measles,2024,22,1334,21
Nigeria,Yellow Fever,2024,22,1145,103
Nigeria,Dengue,2024,23,1099,1
Nigeria,Cholera,2024,23,1321,20
Nigeria,Malaria,2024,23,1119,2
Nigeria,Measles,2024,23,1134,9
Nigeria,Yellow Fever,2024,23,1344,97
Nigeria,Dengue,2024,24,1083,1
Nigeria,Cholera,2024,24,984,13
Nigeria,Malaria,2024,24,926,3
Nigeria,Measles,2024,24,1268,13
Nigeria,Yellow Fever,2024,24,1274,111
Nigeria,Dengue,2024,25,1251,0
Nigeria,Cholera,2024,25,1004,14
Nigeria,Malaria,2024,25,661,1
Nigeria,Measles,2024,25,1069,14
Nigeria,Yellow Fever,2024,25,1203,93
Nigeria,Dengue,2024,26,101314,54
Nigeria,Cholera,2024,26,833,9
Nigeria,Malaria,2024,26,1189,6
Nigeria,Measles,2024,26,1269,12
Nigeria,Yellow Fever,2024,26,1362,100
Nigeria,Dengue,2024,27,53557,22
Nigeria,Cholera,2024,27,1164,15
Nigeria,Malaria,2024,27,967,4
Nigeria,Measles,2024,27,1400,17
Nigeria,Yellow Fever,2024,27,1065,90
Nigeria,Dengue,2024,28,116852,64
Nigeria,Cholera,2024,28,1023,18
Nigeria,Malaria,2024,28,917,3
Nigeria,Measles,2024,28,1195,13
Nigeria,Yellow Fever,2024,28,22891,1811
Nigeria,Dengue,2024,29,154381,70
Nigeria,Cholera,2024,29,856,12
Nigeria,Malaria,2024,29,1019,3
Nigeria,Measles,2024,29,758,6
Nigeria,Yellow Fever,2024,29,24892,1988
Nigeria,Dengue,2024,30,167503,96
Nigeria,Cholera,2024,30,113398,1742
Nigeria,Malaria,2024,30,1305,5
Nigeria,Measles,2024,30,1280,13
Nigeria,Yellow Fever,2024,30,37586,3005
Nigeria,Dengue,2024,31,140354,68
Nigeria,Cholera,2024,31,1172,12
Nigeria,Malaria,2024,31,109768,339
Nigeria,Measles,2024,31,1133,20
Nigeria,Yellow Fever,2024,31,35244,2938
Nigeria,Dengue,2024,32,1044,0
Nigeria,Cholera,2024,32,67961,989
Nigeria,Malaria,2024,32,785,2
Nigeria,Measles,2024,32,1114,9
Nigeria,Yellow Fever,2024,32,912,73
Nigeria,Dengue,2024,33,187071,82
Nigeria,Cholera,2024,33,91696,1360
Nigeria,Malaria,2024,33,170572,496
Nigeria,Measles,2024,33,1068,11
Nigeria,Yellow Fever,2024,33,25470,1968
Nigeria,Dengue,2024,34,173909,85
Nigeria,Cholera,2024,34,68062,996
Nigeria,Malaria,2024,34,163584,505
Nigeria,Measles,2024,34,1085,10
Nigeria,Yellow Fever,2024,34,27843,2339
Nigeria,Dengue,2024,35,155453,69
Nigeria,Cholera,2024,35,89905,1338
Nigeria,Malaria,2024,35,263357,762
Nigeria,Measles,2024,35,1433,13
Nigeria,Yellow Fever,2024,35,1309,102
Nigeria,Dengue,2024,36,1177,1
Nigeria,Cholera,2024,36,74362,1161
Nigeria,Malaria,2024,36,185852,606
Nigeria,Measles,2024,36,1066,7
Nigeria,Yellow Fever,2024,36,1169,90
Nigeria,Dengue,2024,37,64786,29
Nigeria,Cholera,2024,37,89116,1337
Nigeria,Malaria,2024,37,162577,465
Nigeria,Measles,2024,37,978,9
Nigeria,Yellow Fever,2024,37,26364,2184
Nigeria,Dengue,2024,38,69049,32
Nigeria,Cholera,2024,38,59203,850
Nigeria,Malaria,2024,38,155077,495
Nigeria,Measles,2024,38,1099,11
Nigeria,Yellow Fever,2024,38,1696,147
Nigeria,Dengue,2024,39,87481,29
Nigeria,Cholera,2024,39,64519,999
Nigeria,Malaria,2024,39,226831,697
Nigeria,Measles,2024,39,1034,17
Nigeria,Yellow Fever,2024,39,27949,2245
Nigeria,Dengue,2024,40,1175,0
Nigeria,Cholera,2024,40,100463,1499
Nigeria,Malaria,2024,40,1011,3
Nigeria,Measles,2024,40,1272,21
Nigeria,Yellow Fever,2024,40,806,54
Nigeria,Dengue,2024,41,976,0
Nigeria,Cholera,2024,41,70955,1110
Nigeria,Malaria,2024,41,197457,568
Nigeria,Measles,2024,41,1252,15
Nigeria,Yellow Fever,2024,41,1011,69
Nigeria,Dengue,2024,42,961,0
Nigeria,Cholera,2024,42,59813,904
Nigeria,Malaria,2024,42,1307,2
Nigeria,Measles,2024,42,1566,18
Nigeria,Yellow Fever,2024,42,1323,101
Nigeria,Dengue,2024,43,922,0
Nigeria,Cholera,2024,43,74781,1137
Nigeria,Malaria,2024,43,1147,5
Nigeria,Measles,2024,43,987,5
Nigeria,Yellow Fever,2024,43,807,60
Nigeria,Dengue,2024,44,1541,1
Nigeria,Cholera,2024,44,1179,9
Nigeria,Malaria,2024,44,96222,276
Nigeria,Measles,2024,44,1118,12
Nigeria,Yellow Fever,2024,44,1086,111
Nigeria,Dengue,2024,45,548,2
Nigeria,Cholera,2024,45,1507,15
Nigeria,Malaria,2024,45,110339,342
Nigeria,Measles,2024,45,1043,11
Nigeria,Yellow Fever,2024,45,1083,86
Nigeria,Dengue,2024,46,1019,0
Nigeria,Cholera,2024,46,1488,25
Nigeria,Malaria,2024,46,1288,2
Nigeria,Measles,2024,46,1230,10
Nigeria,Yellow Fever,2024,46,1070,91
Nigeria,Dengue,2024,47,1083,0
Nigeria,Cholera,2024,47,1333,20
Nigeria,Malaria,2024,47,136464,423
Nigeria,Measles,2024,47,1140,14
Nigeria,Yellow Fever,2024,47,1304,100
Nigeria,Dengue,2024,48,950,0
Nigeria,Cholera,2024,48,717,5
Nigeria,Malaria,2024,48,110581,346
Nigeria,Measles,2024,48,1128,14
Nigeria,Yellow Fever,2024,48,1150,94
Nigeria,Dengue,2024,49,1280,0
Nigeria,Cholera,2024,49,927,7
Nigeria,Malaria,2024,49,1064,4
Nigeria,Measles,2024,49,1474,15
Nigeria,Yellow Fever,2024,49,642,53
Nigeria,Dengue,2024,50,1142,1
Nigeria,Cholera,2024,50,1023,9
Nigeria,Malaria,2024,50,1211,2
Nigeria,Measles,2024,50,1196,13
Nigeria,Yellow Fever,2024,50,1037,83
Nigeria,Dengue,2024,51,921,0
Nigeria,Cholera,2024,51,1125,19
Nigeria,Malaria,2024,51,1270,4
Nigeria,Measles,2024,51,1480,12
Nigeria,Yellow Fever,2024,51,1160,92
Nigeria,Dengue,2024,52,982,1
Nigeria,Cholera,2024,52,1051,12
Nigeria,Malaria,2024,52,1257,3
Nigeria,Measles,2024,52,24480,233
Nigeria,Yellow Fever,2024,52,1008,72
Nigeria,Dengue,2025,1,1528,0
Nigeria,Cholera,2025,1,1201,16
Nigeria,Malaria,2025,1,1233,1
Nigeria,Measles,2025,1,962,8
Nigeria,Yellow Fever,2025,1,1117,93
Nigeria,Dengue,2025,2,1411,0
Nigeria,Cholera,2025,2,1272,20
Nigeria,Malaria,2025,2,1102,2
Nigeria,Measles,2025,2,15313,159
Nigeria,Yellow Fever,2025,2,1485,120
Nigeria,Dengue,2025,3,1074,1
Nigeria,Cholera,2025,3,939,18
Nigeria,Malaria,2025,3,1187,2
Nigeria,Measles,2025,3,1048,9
Nigeria,Yellow Fever,2025,3,1401,114
Nigeria,Dengue,2025,4,1120,0
Nigeria,Cholera,2025,4,1153,23
Nigeria,Malaria,2025,4,1216,5
Nigeria,Measles,2025,4,1150,10
Nigeria,Yellow Fever,2025,4,1362,110
Nigeria,Dengue,2025,5,778,1
Nigeria,Cholera,2025,5,1267,20
Nigeria,Malaria,2025,5,1353,4
Nigeria,Measles,2025,5,57312,544
Nigeria,Yellow Fever,2025,5,1187,94
Nigeria,Dengue,2025,6,857,0
Nigeria,Cholera,2025,6,823,13
Nigeria,Malaria,2025,6,1498,6
Nigeria,Measles,2025,6,81782,820
Nigeria,Yellow Fever,2025,6,1131,89
Nigeria,Dengue,2025,7,1159,0
Nigeria,Cholera,2025,7,1153,21
Nigeria,Malaria,2025,7,737,0
Nigeria,Measles,2025,7,77487,787
Nigeria,Yellow Fever,2025,7,945,73
Nigeria,Dengue,2025,8,1112,1
Nigeria,Cholera,2025,8,976,13
Nigeria,Malaria,2025,8,1236,3
Nigeria,Measles,2025,8,745,8
Nigeria,Yellow Fever,2025,8,1250,108
Nigeria,Dengue,2025,9,866,2
Nigeria,Cholera,2025,9,1225,10
Nigeria,Malaria,2025,9,940,2
Nigeria,Measles,2025,9,63702,643
Nigeria,Yellow Fever,2025,9,989,78
Nigeria,Dengue,2025,10,1337,0
Nigeria,Cholera,2025,10,1056,13
Nigeria,Malaria,2025,10,838,5
Nigeria,Measles,2025,10,756,7
Nigeria,Yellow Fever,2025,10,1113,104
Nigeria,Dengue,2025,11,1056,0
Nigeria,Cholera,2025,11,1098,15
Nigeria,Malaria,2025,11,1218,4
Nigeria,Measles,2025,11,948,7
Nigeria,Yellow Fever,2025,11,1344,117
Nigeria,Dengue,2025,12,1141,1
Nigeria,Cholera,2025,12,1145,17
Nigeria,Malaria,2025,12,1392,2
Nigeria,Measles,2025,12,1039,9
Nigeria,Yellow Fever,2025,12,955,92
Nigeria,Dengue,2025,13,1089,1
Nigeria,Cholera,2025,13,1410,25
Nigeria,Malaria,2025,13,1503,6
Nigeria,Measles,2025,13,1121,18
Nigeria,Yellow Fever,2025,13,1304,117
Nigeria,Dengue,2025,14,1180,0
Nigeria,Cholera,2025,14,1069,14
Nigeria,Malaria,2025,14,1239,3
Nigeria,Measles,2025,14,1589,19
Nigeria,Yellow Fever,2025,14,1166,93
Nigeria,Dengue,2025,15,1111,0
Nigeria,Cholera,2025,15,874,15
Nigeria,Malaria,2025,15,877,0
Nigeria,Measles,2025,15,914,8
Nigeria,Yellow Fever,2025,15,1287,116
Nigeria,Dengue,2025,16,951,2
Nigeria,Cholera,2025,16,1026,28
Nigeria,Malaria,2025,16,1258,0
Nigeria,Measles,2025,16,1001,12
Nigeria,Yellow Fever,2025,16,765,58
Nigeria,Dengue,2025,17,925,0
Nigeria,Cholera,2025,17,894,19
Nigeria,Malaria,2025,17,1098,2
Nigeria,Measles,2025,17,1089,5
Nigeria,Yellow Fever,2025,17,1050,65
Nigeria,Dengue,2025,18,1065,2
Nigeria,Cholera,2025,18,1150,19
Nigeria,Malaria,2025,18,812,3
Nigeria,Measles,2025,18,1311,13
Nigeria,Yellow Fever,2025,18,1180,91
Nigeria,Dengue,2025,19,1095,0
Nigeria,Cholera,2025,19,973,12
Nigeria,Malaria,2025,19,979,2
Nigeria,Measles,2025,19,863,5
Nigeria,Yellow Fever,2025,19,688,48
Nigeria,Dengue,2025,20,879,2
Nigeria,Cholera,2025,20,1036,17
Nigeria,Malaria,2025,20,1350,2
Nigeria,Measles,2025,20,1168,12
Nigeria,Yellow Fever,2025,20,1102,80
Nigeria,Dengue,2025,21,728,0
Nigeria,Cholera,2025,21,1274,21
Nigeria,Malaria,2025,21,1119,3
Nigeria,Measles,2025,21,1038,11
Nigeria,Yellow Fever,2025,21,1154,110
Nigeria,Dengue,2025,22,1060,0
Nigeria,Cholera,2025,22,817,11
Nigeria,Malaria,2025,22,1004,1
Nigeria,Measles,2025,22,1059,10
Nigeria,Yellow Fever,2025,22,1004,81
Nigeria,Dengue,2025,23,1045,2
Nigeria,Cholera,2025,23,981,15
Nigeria,Malaria,2025,23,961,1
Nigeria,Measles,2025,23,1525,15
Nigeria,Yellow Fever,2025,23,756,62
Nigeria,Dengue,2025,24,821,1
Nigeria,Cholera,2025,24,1225,14
Nigeria,Malaria,2025,24,858,3
Nigeria,Measles,2025,24,1479,26
Nigeria,Yellow Fever,2025,24,871,89
Nigeria,Dengue,2025,25,1218,1
Nigeria,Cholera,2025,25,920,8
Nigeria,Malaria,2025,25,1283,0
Nigeria,Measles,2025,25,821,4
Nigeria,Yellow Fever,2025,25,936,77
Nigeria,Dengue,2025,26,76935,46
Nigeria,Cholera,2025,26,1488,23
Nigeria,Malaria,2025,26,1219,3
Nigeria,Measles,2025,26,1331,10
Nigeria,Yellow Fever,2025,26,1014,88
Nigeria,Dengue,2025,27,69975,43
Nigeria,Cholera,2025,27,955,15
Nigeria,Malaria,2025,27,1049,3
Nigeria,Measles,2025,27,620,4
Nigeria,Yellow Fever,2025,27,1117,81
Nigeria,Dengue,2025,28,137175,81
Nigeria,Cholera,2025,28,998,21
Nigeria,Malaria,2025,28,992,0
Nigeria,Measles,2025,28,671,8
Nigeria,Yellow Fever,2025,28,23823,1870
Nigeria,Dengue,2025,29,114385,63
Nigeria,Cholera,2025,29,1364,12
Nigeria,Malaria,2025,29,1036,4
Nigeria,Measles,2025,29,1323,15
Nigeria,Yellow Fever,2025,29,28561,2311
Nigeria,Dengue,2025,30,126350,69
Nigeria,Cholera,2025,30,1028,12
Nigeria,Malaria,2025,30,1071,4
Nigeria,Measles,2025,30,1351,15
Nigeria,Yellow Fever,2025,30,26796,2127
Nigeria,Dengue,2025,31,169835,76
Nigeria,Cholera,2025,31,119429,1820
Nigeria,Malaria,2025,31,1108,2
Nigeria,Measles,2025,31,1134,7
Nigeria,Yellow Fever,2025,31,16636,1384
Nigeria,Dengue,2025,32,147714,85
Nigeria,Cholera,2025,32,72417,1113
Nigeria,Malaria,2025,32,1564,4
Nigeria,Measles,2025,32,1200,12
Nigeria,Yellow Fever,2025,32,18476,1474
Nigeria,Dengue,2025,33,110268,56
Nigeria,Cholera,2025,33,56179,812
Nigeria,Malaria,2025,33,164449,490
Nigeria,Measles,2025,33,1039,12
Nigeria,Yellow Fever,2025,33,31899,2561
Nigeria,Dengue,2025,34,181269,89
Nigeria,Cholera,2025,34,79451,1155
Nigeria,Malaria,2025,34,190465,538
Nigeria,Measles,2025,34,1008,8
Nigeria,Yellow Fever,2025,34,1248,105
Nigeria,Dengue,2025,35,1178,0
Nigeria,Cholera,2025,35,67516,974
Nigeria,Malaria,2025,35,148750,443
Nigeria,Measles,2025,35,1111,13
Nigeria,Yellow Fever,2025,35,1156,92
Nigeria,Dengue,2025,36,94844,45
Nigeria,Cholera,2025,36,82321,1227
Nigeria,Malaria,2025,36,1034,3
Nigeria,Measles,2025,36,958,3
Nigeria,Yellow Fever,2025,36,29601,2476
Nigeria,Dengue,2025,37,1163,0
Nigeria,Cholera,2025,37,68709,963
Nigeria,Malaria,2025,37,1076,4
Nigeria,Measles,2025,37,1202,16
Nigeria,Yellow Fever,2025,37,1286,110
Nigeria,Dengue,2025,38,83252,37
Nigeria,Cholera,2025,38,75461,1146
Nigeria,Malaria,2025,38,193896,554
Nigeria,Measles,2025,38,1372,17
Nigeria,Yellow Fever,2025,38,17731,1378
Nigeria,Dengue,2025,39,850,1
Nigeria,Cholera,2025,39,94126,1402
Nigeria,Malaria,2025,39,211682,659
Nigeria,Measles,2025,39,770,6
Nigeria,Yellow Fever,2025,39,1217,111
Nigeria,Dengue,2025,40,1142,1
Nigeria,Cholera,2025,40,78132,1220
Nigeria,Malaria,2025,40,222462,680
Nigeria,Measles,2025,40,1008,12
Nigeria,Yellow Fever,2025,40,729,57
Nigeria,Dengue,2025,41,1194,0
Nigeria,Cholera,2025,41,88352,1315
Nigeria,Malaria,2025,41,1146,3
Nigeria,Measles,2025,41,740,12
Nigeria,Yellow Fever,2025,41,1623,132
Nigeria,Dengue,2025,42,1268,1
Nigeria,Cholera,2025,42,48178,720
Nigeria,Malaria,2025,42,765,1
Nigeria,Measles,2025,42,1357,17
Nigeria,Yellow Fever,2025,42,982,80
Nigeria,Dengue,2025,43,1129,0
Nigeria,Cholera,2025,43,70675,1045
Nigeria,Malaria,2025,43,92049,261
Nigeria,Measles,2025,43,1100,6
Nigeria,Yellow Fever,2025,43,897,73
Nigeria,Dengue,2025,44,1080,1
Nigeria,Cholera,2025,44,1103,17
Nigeria,Malaria,2025,44,83997,244
Nigeria,Measles,2025,44,894,6
Nigeria,Yellow Fever,2025,44,1191,89
Nigeria,Dengue,2025,45,1166,0
Nigeria,Cholera,2025,45,1064,16
Nigeria,Malaria,2025,45,784,0
Nigeria,Measles,2025,45,1015,12
Nigeria,Yellow Fever,2025,45,868,70
Nigeria,Dengue,2025,46,1077,0
Nigeria,Cholera,2025,46,1025,9
Nigeria,Malaria,2025,46,1082,3
Nigeria,Measles,2025,46,1271,13
Nigeria,Yellow Fever,2025,46,988,86
Nigeria,Dengue,2025,47,895,1
Nigeria,Cholera,2025,47,1192,17
Nigeria,Malaria,2025,47,1231,4
Nigeria,Measles,2025,47,1122,11
Nigeria,Yellow Fever,2025,47,1523,125
Nigeria,Dengue,2025,48,736,0
Nigeria,Cholera,2025,48,1228,20
Nigeria,Malaria,2025,48,781,2
Nigeria,Measles,2025,48,1059,9
Nigeria,Yellow Fever,2025,48,1318,87
Nigeria,Dengue,2025,49,1032,0
Nigeria,Cholera,2025,49,1177,22
Nigeria,Malaria,2025,49,1057,5
Nigeria,Measles,2025,49,1415,11
Nigeria,Yellow Fever,2025,49,1106,84
Nigeria,Dengue,2025,50,1142,2
Nigeria,Cholera,2025,50,880,9
Nigeria,Malaria,2025,50,930,6
Nigeria,Measles,2025,50,1311,13
Nigeria,Yellow Fever,2025,50,1284,115
Nigeria,Dengue,2025,51,1154,0
Nigeria,Cholera,2025,51,1154,21
Nigeria,Malaria,2025,51,780,1
Nigeria,Measles,2025,51,23341,226
Nigeria,Yellow Fever,2025,51,907,65
Nigeria,Dengue,2025,52,1071,1
Nigeria,Cholera,2025,52,911,19
Nigeria,Malaria,2025,52,1222,5
Nigeria,Measles,2025,52,21322,208
Nigeria,Yellow Fever,2025,52,1047,85
Brazil,Dengue,2020,1,83851,41
Brazil,Cholera,2020,1,98709,1443
Brazil,Malaria,2020,1,68935,182
Brazil,Measles,2020,1,1066,6
Brazil,Yellow Fever,2020,1,43805,3508
Brazil,Dengue,2020,2,106621,69
Brazil,Cholera,2020,2,128190,1917
Brazil,Malaria,2020,2,109146,315
Brazil,Measles,2020,2,867,6
Brazil,Yellow Fever,2020,2,30273,2508
Brazil,Dengue,2020,3,135618,53
Brazil,Cholera,2020,3,112312,1725
Brazil,Malaria,2020,3,91312,311
Brazil,Measles,2020,3,1004,9
Brazil,Yellow Fever,2020,3,46607,3737
Brazil,Dengue,2020,4,99212,50
Brazil,Cholera,2020,4,134118,1996
Brazil,Malaria,2020,4,75152,227
Brazil,Measles,2020,4,564,3
Brazil,Yellow Fever,2020,4,35779,2855
Brazil,Dengue,2020,5,96121,53
Brazil,Cholera,2020,5,98797,1521
Brazil,Malaria,2020,5,111367,357
Brazil,Measles,2020,5,1130,19
Brazil,Yellow Fever,2020,5,33571,2669
Brazil,Dengue,2020,6,104213,39
Brazil,Cholera,2020,6,126534,1874
Brazil,Malaria,2020,6,75736,225
Brazil,Measles,2020,6,1299,17
Brazil,Yellow Fever,2020,6,36093,2938
Brazil,Dengue,2020,7,89306,45
Brazil,Cholera,2020,7,101090,1588
Brazil,Malaria,2020,7,90949,260
Brazil,Measles,2020,7,1208,10
Brazil,Yellow Fever,2020,7,41821,3385
Brazil,Dengue,2020,8,134136,65
Brazil,Cholera,2020,8,114645,1686
Brazil,Malaria,2020,8,85736,279
Brazil,Measles,2020,8,1242,15
Brazil,Yellow Fever,2020,8,43540,3505
Brazil,Dengue,2020,9,132013,64
Brazil,Cholera,2020,9,84859,1284
Brazil,Malaria,2020,9,70159,205
Brazil,Measles,2020,9,976,6
Brazil,Yellow Fever,2020,9,35220,2822
Brazil,Dengue,2020,10,87533,49
Brazil,Cholera,2020,10,121955,1765
Brazil,Malaria,2020,10,75016,194
Brazil,Measles,2020,10,766,8
Brazil,Yellow Fever,2020,10,36310,2843
Brazil,Dengue,2020,11,121474,57
Brazil,Cholera,2020,11,95352,1422
Brazil,Malaria,2020,11,57395,188
Brazil,Measles,2020,11,1076,10
Brazil,Yellow Fever,2020,11,46525,3603
Brazil,Dengue,2020,12,122018,57
Brazil,Cholera,2020,12,97431,1411
Brazil,Malaria,2020,12,96218,268
Brazil,Measles,2020,12,1143,9
Brazil,Yellow Fever,2020,12,56131,4450
Brazil,Dengue,2020,13,108294,54
Brazil,Cholera,2020,13,91267,1372
Brazil,Malaria,2020,13,75843,232
Brazil,Measles,2020,13,1158,7
Brazil,Yellow Fever,2020,13,45230,3664
Brazil,Dengue,2020,14,126784,74
Brazil,Cholera,2020,14,101060,1506
Brazil,Malaria,2020,14,50196,144
Brazil,Measles,2020,14,1125,8
Brazil,Yellow Fever,2020,14,45294,3719
Brazil,Dengue,2020,15,125666,65
Brazil,Cholera,2020,15,118357,1807
Brazil,Malaria,2020,15,53695,159
Brazil,Measles,2020,15,785,13
Brazil,Yellow Fever,2020,15,54016,4375
Brazil,Dengue,2020,16,94866,48
Brazil,Cholera,2020,16,95471,1379
Brazil,Malaria,2020,16,41331,107
Brazil,Measles,2020,16,695,6
Brazil,Yellow Fever,2020,16,61199,4767
Brazil,Dengue,2020,17,79423,35
Brazil,Cholera,2020,17,62044,927
Brazil,Malaria,2020,17,50933,156
Brazil,Measles,2020,17,1113,12
Brazil,Yellow Fever,2020,17,50284,4075
Brazil,Dengue,2020,18,983,0
Brazil,Cholera,2020,18,92669,1420
Brazil,Malaria,2020,18,71221,229
Brazil,Measles,2020,18,999,10
Brazil,Yellow Fever,2020,18,1115,98
Brazil,Dengue,2020,19,98802,47
Brazil,Cholera,2020,19,66091,963
Brazil,Malaria,2020,19,59740,179
Brazil,Measles,2020,19,769,13
Brazil,Yellow Fever,2020,19,31995,2603
Brazil,Dengue,2020,20,108565,42
Brazil,Cholera,2020,20,63579,958
Brazil,Malaria,2020,20,60940,182
Brazil,Measles,2020,20,1486,24
Brazil,Yellow Fever,2020,20,47774,3844
Brazil,Dengue,2020,21,75952,34
Brazil,Cholera,2020,21,84810,1279
Brazil,Malaria,2020,21,991,4
Brazil,Measles,2020,21,1356,17
Brazil,Yellow Fever,2020,21,73003,5754
Brazil,Dengue,2020,22,86640,58
Brazil,Cholera,2020,22,38019,565
Brazil,Malaria,2020,22,54621,166
Brazil,Measles,2020,22,1066,13
Brazil,Yellow Fever,2020,22,41411,3362
Brazil,Dengue,2020,23,93546,53
Brazil,Cholera,2020,23,1229,22
Brazil,Malaria,2020,23,67058,188
Brazil,Measles,2020,23,903,10
Brazil,Yellow Fever,2020,23,44378,3522
Brazil,Dengue,2020,24,58246,28
Brazil,Cholera,2020,24,907,16
Brazil,Malaria,2020,24,1496,6
Brazil,Measles,2020,24,1330,22
Brazil,Yellow Fever,2020,24,1471,135
Brazil,Dengue,2020,25,1185,3
Brazil,Cholera,2020,25,921,12
Brazil,Malaria,2020,25,608,1
Brazil,Measles,2020,25,1023,7
Brazil,Yellow Fever,2020,25,833,74
Brazil,Dengue,2020,26,1067,0
Brazil,Cholera,2020,26,1272,13
Brazil,Malaria,2020,26,1164,3
Brazil,Measles,2020,26,1158,14
Brazil,Yellow Fever,2020,26,1225,99
Brazil,Dengue,2020,27,65675,29
Brazil,Cholera,2020,27,1161,19
Brazil,Malaria,2020,27,1167,3
Brazil,Measles,2020,27,1092,11
Brazil,Yellow Fever,2020,27,1575,130
Brazil,Dengue,2020,28,978,1
Brazil,Cholera,2020,28,1457,26
Brazil,Malaria,2020,28,642,2
Brazil,Measles,2020,28,1194,13
Brazil,Yellow Fever,2020,28,790,79
Brazil,Dengue,2020,29,1097,3
Brazil,Cholera,2020,29,1363,20
Brazil,Malaria,2020,29,43674,120
Brazil,Measles,2020,29,912,6
Brazil,Yellow Fever,2020,29,690,65
Brazil,Dengue,2020,30,118112,64
Brazil,Cholera,2020,30,1033,18
Brazil,Malaria,2020,30,163364,536
Brazil,Measles,2020,30,1207,13
Brazil,Yellow Fever,2020,30,1016,74
